admin_code,admin_name,river_name,width_class,width_proxy_m,area_m2,perimeter_m,source_record_count,latest_notice_date,center_lon,center_lat
43110,청주시,서촌천,wide,25.31,91951.08,7266.23,1,,127.3973978,36.6483036
43110,청주시,석성천,wide,29.09,85152.17,5854.66,1,,127.5250778,36.7606769
43110,청주시,선동천,medium,13.05,17501.86,2682.48,1,,127.42178,36.4904889
43110,청주시,선암천,medium,12.11,24303.23,4014.64,1,,127.5883402,36.7342326
43110,청주시,성산천,wide,22.82,99265.89,8698.94,1,,127.4171226,36.7332951
43110,청주시,성재천,wide,34.5,145555.4,8437.29,1,,127.3544601,36.7330546
43110,청주시,세교천,medium,11.78,8883.66,1508.02,1,,127.5630417,36.7129374
43110,청주시,소로천,wide,18.2,33767.21,3711.11,1,,127.4057248,36.6894476
43110,청주시,소장작골천,medium,10.63,9512.71,1790.33,1,,127.3246594,36.6481738
43110,청주시,소전천,narrow,8.42,14621.27,3471.19,1,,127.5355843,36.4565442
43110,청주시,송암천,medium,10.51,20329.96,3868.71,1,,127.5225897,36.594972
43110,청주시,송정천,wide,17.59,49182.55,5591.03,1,,127.5700034,36.7651984
43110,청주시,수곡천,wide,15.98,13363.69,1673.03,1,,127.5651898,36.5622553
43110,청주시,수대천,medium,11.65,14487.73,2486.81,1,,127.451656,36.5733489
43110,청주시,수락천,medium,13.26,16389.03,2472.1,1,,127.3425468,36.702132
43110,청주시,수절천,medium,13.29,8696.92,1308.84,1,,127.3894357,36.6093023
43110,청주시,쉿골천,medium,9.22,4835.19,1049.01,1,,127.4308132,36.5503162
43110,청주시,시동천,wide,18.64,58689.81,6297.93,1,,127.4288307,36.4931942
43110,청주시,시동천가덕면,medium,13.39,14121.52,2109.49,1,,127.5685608,36.5678261
43110,청주시,시목천,medium,9.21,6261.8,1359.22,1,,127.4144079,36.4902263
43110,청주시,신송천,medium,12.85,38933.14,6057.73,1,,127.4956412,36.5794656
43110,청주시,신촌천,medium,11.53,13644.05,2367.5,1,,127.4960503,36.5202837
43110,청주시,쌍수천,wide,25.06,30533.34,2437.01,1,,127.5059846,36.5749402
43110,청주시,쌍이천,wide,18.83,42208.45,4484.17,1,,127.6811631,36.6497291
43110,청주시,아랫정골천,medium,10.28,12413.27,2413.95,1,,127.4103739,36.4680956
43110,청주시,안가천,medium,9.53,11429.26,2398.23,1,,127.4563184,36.5821826
43110,청주시,양택이천,wide,23.49,26327.34,2241.58,1,,127.4079084,36.6130557
43110,청주시,여천천,medium,11.63,23108.36,3973.28,1,,127.4937834,36.7685486
43110,청주시,연제천,medium,13.5,30688.43,4546.42,1,,127.3109696,36.6378557
43110,청주시,염티천,wide,15.79,18755.53,2375.7,1,,127.5289359,36.4723839
43110,청주시,옥화천,wide,17.68,35431.22,4007.01,1,,127.6977117,36.6255504
43110,청주시,외하천,wide,52.3,23206.31,887.41,1,,127.4824359,36.7152705
43110,청주시,우록천,wide,16.77,27391.92,3266.55,1,,127.4396529,36.5021781
43110,청주시,우산천,wide,18.76,25987.9,2770.6,1,,127.5943619,36.7175844
43110,청주시,운교천,wide,16.36,35579.92,4349.81,1,,127.690908,36.697739
43110,청주시,운용천,wide,26.92,73896.47,5489.38,1,,127.6713697,36.683085
43110,청주시,원가천,medium,10.71,10780.79,2013.73,1,,127.3828707,36.7377828
43110,청주시,원동천,wide,17.01,23271.04,2736.34,1,,127.5679936,36.5989064
43110,청주시,원리천,medium,12.54,31346.69,5000.35,1,,127.4550152,36.7584067
43110,청주시,원통천,medium,15.66,14754.19,1884.62,1,,127.5197201,36.7130925
43110,청주시,월곡천,medium,11.77,15936.14,2708.45,1,,127.3678681,36.6153617
43110,청주시,월용천,wide,22.5,66867.84,5944.8,1,,127.7152587,36.6294543
43110,청주시,유매천,medium,10.78,25131.22,4663.82,1,,127.4226817,36.5428341
43110,청주시,유암천,wide,19.36,23546.08,2432.45,1,,127.5415117,36.4837975
43110,청주시,은골천,medium,10.76,8188.23,1521.68,1,,127.4355093,36.5529396
43110,청주시,은득골천,medium,11.57,16204.14,2802.23,1,,127.5734109,36.7021933
43110,청주시,은행천,medium,10.29,7979.42,1551.47,1,,127.5504732,36.5687688
43110,청주시,음지천,medium,10.69,12046.97,2253.85,1,,127.4372525,36.5383112
43110,청주시,이목천,wide,20.87,35515.96,3404.08,1,,127.5893512,36.6211411
43110,청주시,인차천,wide,21.9,59999.3,5478.43,1,,127.5624507,36.5511437
43110,청주시,장동천,wide,34.91,114703.5,6571.0,1,,127.3262658,36.6923526
43110,청주시,저산천,wide,16.51,13744.51,1665.09,1,,127.3542294,36.5635477
43110,청주시,종암천,wide,16.33,36850.14,4513.31,1,,127.6298019,36.6967384
43110,청주시,주정천,medium,14.12,13845.36,1961.33,1,,127.5688322,36.7628657
43110,청주시,주중천,medium,13.16,15439.16,2345.71,1,,127.4904503,36.678167
43110,청주시,죽암천,wide,18.95,52768.92,5569.54,1,,127.4478254,36.5287618
43110,청주시,중리천,medium,14.66,32458.97,4427.21,1,,127.6839234,36.6594172
43110,청주시,중삼천,medium,14.77,59082.15,7997.74,1,,127.4134947,36.5089421
43110,청주시,중삼천구역(연락처: 하천방재과 043-201-2943),narrow,4.65,7448.04,3206.06,1,20211001,127.4148809,36.5185617
43110,청주시,중척천,narrow,8.54,13328.02,3121.76,1,,127.4071319,36.4760498
43110,청주시,지산천,wide,16.32,39530.89,4844.76,1,,127.5829665,36.6283677
43110,청주시,차드래기천,wide,17.42,24688.66,2835.06,1,,127.4599227,36.5055368
43110,청주시,창말천 남이면,medium,9.43,16407.84,3480.03,1,,127.4170298,36.5306322
43110,청주시,창말천내수읍,medium,13.17,11306.54,1716.5,1,,127.5275188,36.6896114
43110,청주시,척북천,medium,14.46,31941.41,4419.25,1,,127.4299773,36.5656355
43110,청주시,척산천,medium,15.34,17937.24,2338.84,1,,127.4566352,36.5528599
43110,청주시,초정천,wide,18.63,57425.28,6164.02,1,,127.5828694,36.7183588
43110,청주시,탑연천,wide,17.21,20009.57,2325.82,1,,127.3613663,36.6161218
43110,청주시,탑전천,wide,17.44,33672.87,3861.21,1,,127.53283,36.6881287
43110,청주시,태성천,wide,29.12,209982.69,14424.3,1,,127.3701374,36.5897747
43110,청주시,하석천,wide,19.91,76729.33,7706.49,1,,127.4590481,36.4739738
43110,청주시,학천천,medium,11.63,17681.6,3041.11,1,,127.3814179,36.6276661
43110,청주시,행정천,wide,24.32,103296.2,8494.32,1,,127.5440994,36.5383803
43110,청주시,향동천,medium,9.17,14429.29,3147.53,1,,127.6908141,36.6768901
43110,청주시,현암천,wide,19.63,40507.81,4126.94,1,,127.3895303,36.5932636
